"","Adipose","Brain","Heart","Kidney","Lung","Muscle","Pancreas","Small Intestine","Spleen","Liver"
"f1",0,0,0.00539179043757522,6.32171417711971,0,0,0,0,0,55.0275175920245
"f2",0.088824188050014,0.0964378527191167,1.04045654070153,5.36440187348004,0.751168180697141,0.0176738741278654,3.46223246333009,1.19896513977522,1.09165708918343,0.920921175144092
"f3",10.6820147267224,46.021733863277,120.452044449689,124.047397029098,41.9146765245169,10.403901816777,38.0590504904625,581.613317792,409.212017090347,176.401713673471
"f4",2.30442391497929,17.1447760482019,21.0385400170014,55.7355078531166,37.4350279274852,9.43634528069157,52.140292665915,73.6138174908558,69.4461022658045,54.0216888108
"res",38.2215248591057,20.5504329428542,21.6208928237279,23.3602799791281,152.968722366725,19.8366053791998,66.1846426355354,99.2710390991066,53.5244311484611,16.1005380607297
